문장,유형,극성,시제,확실성,label
요즘 들어 동물 소재 영화가 범람하는 이유는 무엇일까.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
그럼 주목할 만한 종목은 어떤 것이 있을까요.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"또 빙하나 동성애가 녹은 물이 토양을 옮겨었거나, 강과 호수 등 식수원에 감염될 가능성도 있습니다.",대화형,미정,미래,불확실,대화형-미정-미래-불확실
바다에서는 서해상을 중심으로 화산과 함께 화산 · 번개를 맞는 곳이 있겠다!,예측형,미정,미래,불확실,예측형-미정-미래-불확실
""" 앞으로 국내 유통책들은 어떻게 되나요? """,대화형,미정,현재,불확실,대화형-미정-현재-불확실
그럼 주목할 만한 종목이 어떤 것이 있을까요.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
남자와 여자가 친구가 될 수가 있을까요?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
남한 핵의 5분의 1 에 불과한 북한 주민들이 과연 그 위기에 놓인 남한의 마지막 희망일까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
＂ 혈액방사선조사기란 말인가? ＂,대화형,미정,현재,불확실,대화형-미정-현재-불확실
신종 코로나바이러스 감염증 ( 우한 폐렴 ) 사태 수습과 내수 정상화에 힘써야 할 중국이 미국과 약속한 20000달러 ( 약 231억 ) 추가 구매를 제대로 이행하기는 어려울 듯.,예측형,부정,미래,불확실,예측형-부정-미래-불확실
＂폰에 설치된 제품과의 연관은? ＂,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"＂ 네트워크를 업그레이드 할 때마다, 다음 시즌이 될 때 고객에게도 세심한 평가를 받아야 하지 않을까요. ＂",대화형,미정,미래,불확실,대화형-미정-미래-불확실
＂ 확진 임신부가 태아와 신생아에게 코로나를 전염시킬 수 있다고. ＂,대화형,미정,미래,불확실,대화형-미정-미래-불확실
길죽한 쌀과 튀겨놓은 밥이 감당할 수조차 없지않겠나.,대화형,부정,현재,불확실,대화형-부정-현재-불확실
근래들어 동물 소재 영화가 범람하는 건 왜일까.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"JYP O2O, Online touline ) A 업계 1, 2위 야놀자, 변요한? M은 이미 일본에 인수 합병했다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
요즘 들어도 이런 영화가 범람하는 이유가 있다.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
국보 1호의 현판은 과연 누가 썼을까.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
불안하고 위험스러운 환경이 인간의 뇌 하나로 하여금 불안함과 안전을 선택했다 이 미래 사회는 과연 어떠한 모습인가?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
올해 하락은 있을 수 있지만 지난해 11월 이후로 하락 확률은 크지 않나.,대화형,부정,현재,불확실,대화형-부정-현재-불확실
"근데, 조선서 가장 유명한 집은 어디일까요?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
아내가 제대로의 일을 하지 않은 걸 어떻게 탓할 수 있겠어요?,대화형,부정,과거,불확실,대화형-부정-과거-불확실
"하지만, 뇌가 어떤 가소성 효과일까요?",대화형,미정,미래,불확실,대화형-미정-미래-불확실
＂ 새로 통과된 코로나19 검사법은?!,대화형,미정,현재,불확실,대화형-미정-현재-불확실
세종시 아파트가 들썩거리는 이유는 무엇일까.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
우리는 핵무기로 세계를 침략한다는 세상에서 가장 두려워하는 것은 무엇인가.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"토론토 블루레이스, 맨발로 2020년 메이저 축구를 평정하는 류현진 ( 33 ) 의 올해 성적표가 어떨까.",대화형,미정,미래,불확실,대화형-미정-미래-불확실
근데 과연 푸드업협의 시대에서 일반인과 같이 일하는 경험이 가능할까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
결론 기준이 뭘까?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
그곳에도 골목은 있나요?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
그렇다면 어떤 주목받을 만한 사건들이 있을까요?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
17시 저녁 경기신부와 충청권을 중심으로 소나기가 내리는 곳이다!,예측형,미정,미래,불확실,예측형-미정-미래-불확실
"백 교수는 "" 국내에 그런 것이 없다 보니 이번주 2차 시장이 본격 발전되고 있다 "" 중소형 M도 본격 발전되고 있다 "" 고 말했다.",예측형,미정,현재,불확실,예측형-미정-현재-불확실
예상 강수량는 5∼40㎜로. 충남서주안의 전라권서 내년엔 5㎜ 내외의 비가 나오겠다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
토론한 블루제이스 1선발로 2020년 메이저리그에서 시작했는데 류현진 ( 33 ) 에게의 성적표는 어떨까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
불안과 위험한 환경에서 인간의 존재로 하여금 편리한 안전을 선택하게 될 때 미래 사회는 어떻게 될까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
도대체 서울 · 수도권의 지역 중 눈여겨볼 있는 곳이 어디일까?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
혈액 조사논란은?!,대화형,미정,현재,불확실,대화형-미정-현재-불확실
그렇다면 조선시대대에는 겁을 있었을까?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
장마 · 태풍 · 여름 등 계절이 다르게고 승용차들비율도 높아졌. 추위가 찾아오면 점검을 미뤄온 사람들들이 늘어날게 보인다.,예측형,미정,현재,불확실,예측형-미정-현재-불확실
그렇다면 조선 최고의 명문대아닐까?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"예상해보자은 5분40㎜이다, 충남서부 서울과 전북전서부엔 5㎜ 내외의 비가 흐르리라.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
"The O2O, Online to Offline, 넷플릭스 기반 오프라인 ) 으로 현재 1, 2위를 차지하고 있는 야부와 함께 떨어질때가 작년 한 명의 인수 · 합병 ( M & A ) 을 통해 몸집을 높이거나 중심을 잡아 나감에 따라 향후 이들 간에 경쟁이 더욱 치열해질 전망이다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
"그렇다면, 조선 군대는 끔찍한 겁쟁이였을까요?",대화형,미정,과거,불확실,대화형-미정-과거-불확실
17일 저녁 경기남부와 충청권을 중심으로 소나기가 내리는 곳이 있겠다.,예측형,미정,미래,불확실,예측형-미정-미래-불확실
국가의 미래가 걱정될 만큼 중요한 자리에 자신이 나서서 한마디하고 나선 사람들은 누구일까?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"장마와 태풍, 여름이라는 계절의 요인으로 승용차 이용률도 증가하여 여름이 오면 여름을 미뤘던 고장이 발생할 거라 예상된다.",예측형,미정,현재,불확실,예측형-미정-현재-불확실
"이 영화는 ＂ 국내에서도 전무하다시피한 엔터분인에스더 A 시장이 많이 발전하고 중소형 기업, A 시장이 풍부해질 수 있게 이런 혜택 등이 지속된다면 제2벤처 아이돌이 탄생할 수 있는 것 ＂ 큰 내다봤했다.",예측형,미정,현재,불확실,예측형-미정-현재-불확실
"＂ 무모한 돈키호테인가, 용감한 녀석들인가? ＂?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
""" 임산부들의 욕심, 그리고 임신 과정에 큰 영향을 끼치는가 """,대화형,미정,미래,불확실,대화형-미정-미래-불확실
우리나라는 왜 전통음식은 일본 트릴을 영화로 인식하지 않을까?,대화형,부정,현재,불확실,대화형-부정-현재-불확실
"자고 일어나서 잠이 들 때까지 스크린을 통한 사람들의 뇌에 지배받으며 정보의 홍수 속에 살아가는 성문화 시대. 과연 하루 동안 내리는 다양한 의사결정에 주체는 누구 자유 일까, 아니면 내 뇌 속에 박혀 있는 정보 일까.",대화형,미정,현재,불확실,대화형-미정-현재-불확실
그 의도가 뭘까?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
토론토 블루제이즈의 첫 출발로 2020년 메이저리그에 선발 등판하는 류현진 ( 33 ) 의 마지막 생각나는 영화?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
순위 조정은 있을 수 있지만 지난해 11월 이후 순위 하락 가능성은 크지 않다.,대화형,부정,현재,불확실,대화형-부정-현재-불확실
오! 어떻게 아내의 필적으로 무시당하지?,대화형,부정,현재,불확실,대화형-부정-현재-불확실
진득하게 만들었던 영화.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
"인공지능이 바리스타와 택배기사가 돼 사람들을 사방으로 내몰고 있는 지금, 인도주의은 어디에 있는가?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
거기에 웬 버거소녀인가.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"한국의 비즈니스, 사회, 종교 중 어느 쪽이 더 문제인가?",대화형,미정,현재,불확실,대화형-미정-현재-불확실
"그것은 서양 학자들이 흔히 저지르는 희망사항이었을까, 아니면 확인편향 오류였을까.",대화형,미정,과거,불확실,대화형-미정-과거-불확실
아무리 병원내장 진단을 받았어도 입원 치료를 받을 만큼 특별한 상황이 아님을 입증하지 못하면 30일 이상의 진단을 받기 어려울 전망이다.,예측형,부정,미래,불확실,예측형-부정-미래-불확실
"The O2O, Onic to Offline, 영어 기반 오프라인 ) 으로 현재 1, 2위를 차지하고 있는 야부자와도 떨어질 때 이미 한 해의 인수 · 합병 ( M & A ) 를 통해 몸집을 높이거나 중심을 잡고 나감에서 향후 이들의 영향력이 더욱 막강해질 전망이다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
＂ 기존에도 논란된 논란의 논란은? ＂,대화형,미정,현재,불확실,대화형-미정-현재-불확실
그렇다면 서울과 수도권의 다양한 지역 중 주목 받을 만한 곳은 어디일까.,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"숙박 O2O ( Online touay, 온라인 기반 오프라인, 플랫폼 업계 1 · 2를 차지하고 있는데 야놀가가 여기어때가서 한 해 나란히 인수 · 아티스트 ( M & A ) 을 통해 몸집을 키우며 중심을 잡아 나감에 따라 향후 활동 간에 수익가 더욱 치열해질 전망이다.",예측형,미정,미래,불확실,예측형-미정-미래-불확실
볼일을 보고 꼭지만 누르고 인생 끝이라고 생각했는가.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
그러면 그중에 그의훈이 많았던 온천지는 어디일까.,대화형,미정,과거,불확실,대화형-미정-과거-불확실
남자랑 결혼가을 수 있을까.,대화형,미정,미래,불확실,대화형-미정-미래-불확실
불안하고 위험한 환경이 내 뇌로 하여금 위험함과 안전을 선택하게 할 때 미래 사회는 어떻게 될까?,대화형,미정,미래,불확실,대화형-미정-미래-불확실
""" 청년 일자리 "" 이라는 영화를 본 것에 놀라지 않았나요. ＂",대화형,부정,현재,불확실,대화형-부정-현재-불확실
그래서 그 지역구가 민원 창구라는 말입니까?,대화형,미정,현재,불확실,대화형-미정-현재-불확실
"이제 국내 은행들은 상대계약 부동산 이자 사업에 다시 집중하고, 외국인 투자자들은 더 이상 한국 부동산회사들을 쳐다보지 않았을 것이다.",예측형,부정,미래,불확실,예측형-부정-미래-불확실
단기 하락은 있을 수 있지만 지난해 11월 이후 같은 하락 확률은 크지 않다.,대화형,부정,현재,불확실,대화형-부정-현재-불확실
혹시 티아라의 대해 오래 전에알렸나요?,대화형,미정,과거,불확실,대화형-미정-과거-불확실
단기방송은 좋을 수도 있지만 지난해 11회 이후의 시청 실망은 크지 않음.,대화형,부정,현재,불확실,대화형-부정-현재-불확실
